Timestamp, Canal_0, Canal_1
2025-08-31 23:55:58.320, -0.009766, 4.873047
2025-08-31 23:55:58.520, -0.087891, 4.992676
2025-08-31 23:55:58.720, -0.676270, 4.553223
2025-08-31 23:55:58.920, -0.625000, 4.763184
2025-08-31 23:55:59.120, -0.615234, 4.953613
2025-08-31 23:55:59.320, -0.495605, 4.804688
2025-08-31 23:55:59.520, -0.646973, 4.523926
2025-08-31 23:55:59.720, -0.148926, 4.553223
2025-08-31 23:55:59.920, -0.078125, 4.743652
2025-08-31 23:56:00.120, -0.415039, 4.863281
2025-08-31 23:56:00.320, -0.637207, 4.704590
2025-08-31 23:56:00.520, -0.556641, 4.584961
2025-08-31 23:56:00.720, -0.068359, 4.794922
2025-08-31 23:56:00.920, -0.009766, 4.924316
2025-08-31 23:56:01.120, -0.537109, 4.504395
2025-08-31 23:56:01.320, -0.317383, 4.863281
2025-08-31 23:56:01.520, -0.756836, 4.504395
2025-08-31 23:56:01.720, -0.705566, 4.753418
2025-08-31 23:56:01.920, 0.180664, 4.963379
2025-08-31 23:56:02.120, 0.131836, 4.633789
2025-08-31 23:56:02.320, 0.122070, 4.724121
2025-08-31 23:56:02.520, -0.427246, 4.714355
2025-08-31 23:56:02.720, 0.122070, 4.663086
2025-08-31 23:56:02.920, -0.546875, 4.484863
2025-08-31 23:56:03.120, -0.676270, 4.624023
2025-08-31 23:56:03.320, -0.109863, 4.814453
2025-08-31 23:56:03.520, 0.012207, 4.604492
2025-08-31 23:56:03.720, 0.051270, 4.653320
2025-08-31 23:56:03.920, -0.097656, 4.953613
2025-08-31 23:56:04.120, -0.317383, 4.853516
2025-08-31 23:56:04.320, -0.097656, 4.753418
2025-08-31 23:56:04.520, -0.734863, 4.594727
2025-08-31 23:56:04.720, -0.537109, 4.633789
2025-08-31 23:56:04.920, -0.786133, 4.624023
2025-08-31 23:56:05.120, -0.158691, 4.694824
2025-08-31 23:56:05.320, -0.129395, 4.514160
2025-08-31 23:56:05.520, -0.515137, 4.873047
2025-08-31 23:56:05.720, 0.100098, 4.565430
2025-08-31 23:56:05.920, -0.605469, 4.653320
2025-08-31 23:56:06.120, -0.786133, 4.963379
2025-08-31 23:56:06.320, -0.725098, 4.714355
2025-08-31 23:56:06.520, -0.656738, 4.924316
2025-08-31 23:56:06.720, -0.019531, 4.685059
2025-08-31 23:56:06.920, -0.505371, 4.553223
2025-08-31 23:56:07.120, -0.405273, 4.775391
2025-08-31 23:56:07.320, -0.476074, 4.824219
2025-08-31 23:56:07.520, -0.019531, 4.633789
